uid,filename,test_id,sn,test_pressure,test_mode,vl1,vl2,vl3,anomalous,anomaly_code,cumulated_throughput,cumulated_on_time,cumulated_pulses
744,00744_071_SN07_9bars_ramp2.csv,71,7,9.0,ramp2,True,True,False,True,25.0,16.316321823944495,4.4838416666666685,14433.0
745,00745_072_SN07_9bars_ramp3.csv,72,7,9.0,ramp3,True,True,False,False,0,16.325139521749964,4.489119444444446,14471.0
746,00746_073_SN07_9bars_ramp4.csv,73,7,9.0,ramp4,True,True,False,False,0,16.379232705023036,4.519675000000002,14490.0
747,00747_074_SN07_9bars_onmod.csv,74,7,9.0,onmod,True,False,False,True,11.0,16.578839453844232,4.632730555555558,14563.0
748,00748_075_SN07_9bars_offmod.csv,75,7,9.0,offmod,True,True,False,False,0,16.61421312925093,4.6547388888888905,15363.0
749,00749_076_SN07_9bars_random_short.csv,76,7,9.0,random_short,True,True,False,False,0,16.968557767269626,4.865850000000002,16163.0
750,00750_077_SN07_9bars_random_long.csv,77,7,9.0,random_long,True,True,False,False,0,17.035503329191577,4.907200000000002,16463.0
751,00751_078_SN07_9bars_random_mixed.csv,78,7,9.0,random_mixed,True,True,False,False,0,17.27127151117756,5.042755555555558,16558.0
752,00752_079_SN07_24bars_ssf.csv,79,7,24.0,ssf,True,True,False,False,0,17.33046306189534,5.077547222222225,16658.0
753,00753_080_SN07_21bars_ssf.csv,80,7,21.0,ssf,True,True,False,False,0,17.70093470201041,5.160880555555558,16659.0
754,00754_081_SN07_18bars_ssf.csv,81,7,18.0,ssf,True,True,False,False,0,18.019980160579667,5.244213888888891,16660.0
755,00755_082_SN07_15bars_ssf.csv,82,7,15.0,ssf,True,True,False,False,0,18.290314277817828,5.327547222222224,16661.0
756,00756_083_SN07_12bars_ssf.csv,83,7,12.0,ssf,True,True,False,False,0,18.514844285017478,5.410880555555557,16662.0
757,00757_084_SN07_9bars_ssf.csv,84,7,9.0,ssf,True,True,False,False,0,18.69672345081884,5.49421388888889,16663.0
758,00758_085_SN07_24bars_health_check.csv,85,7,24.0,health_check,True,True,False,True,4.0,18.839669438673294,5.577547222222223,16664.0
759,00759_086_SN07_21bars_health_check.csv,86,7,21.0,health_check,True,True,False,True,27.0,18.94535522579287,5.602922222222223,16847.0
760,00760_087_SN07_18bars_health_check.csv,87,7,18.0,health_check,True,True,False,False,0,19.036323302263156,5.628297222222224,17030.0
761,00761_088_SN07_15bars_health_check.csv,88,7,15.0,health_check,True,True,False,False,0,19.11322536677731,5.653672222222224,17213.0
762,00762_089_SN07_12bars_health_check.csv,89,7,12.0,health_check,True,True,False,True,28.0,19.176839374284516,5.679047222222224,17396.0
763,00763_090_SN07_9bars_health_check.csv,90,7,9.0,health_check,True,True,False,False,0,19.22843065907667,5.704422222222225,17579.0
764,00764_091_SN07_7bars_ssf.csv,91,7,7.0,ssf,True,True,False,False,0,19.268871530575773,5.729797222222225,17762.0
765,00765_092_SN07_5bars_ssf.csv,92,7,5.0,ssf,True,True,False,False,0,19.38726883612761,5.813130555555558,17763.0
766,00766_093_SN07_7bars_health_check.csv,93,7,7.0,health_check,True,True,False,False,0,19.48499460632937,5.896463888888891,17764.0
767,00767_094_SN07_5bars_health_check.csv,94,7,5.0,health_check,True,True,False,False,0,19.51864331510753,5.9218388888888915,17947.0
768,00768_095_SN07_7bars_ramp1.csv,95,7,7.0,ramp1,True,True,False,False,0,19.54630100078772,5.947213888888892,18130.0
769,00769_096_SN07_7bars_ramp2.csv,96,7,7.0,ramp2,True,True,False,False,0,19.579623401014235,5.97249166666667,18312.0
770,00770_097_SN07_7bars_ramp3.csv,97,7,7.0,ramp3,True,True,False,False,0,19.58663610520342,5.977769444444448,18350.0
771,00771_098_SN07_7bars_ramp4.csv,98,7,7.0,ramp4,True,True,False,False,0,19.62965547859751,6.008325000000004,18369.0
772,00772_099_SN07_7bars_onmod.csv,99,7,7.0,onmod,True,False,False,False,0,19.78841632417289,6.121380555555559,18442.0
773,00773_100_SN07_7bars_offmod.csv,100,7,7.0,offmod,True,True,False,False,0,19.816618416037276,6.143158333333337,19242.0
774,00774_101_SN07_7bars_random_short.csv,101,7,7.0,random_short,True,True,False,True,28.0,20.09804223126548,6.354269444444448,20042.0
775,00775_102_SN07_7bars_random_long.csv,102,7,7.0,random_long,True,True,False,False,0,20.14584381331738,6.394108333333337,20342.0
776,00776_103_SN07_7bars_random_mixed.csv,103,7,7.0,random_mixed,True,True,False,False,0,20.34433003760253,6.537441666666671,20448.0
777,00777_104_SN07_5bars_ramp1.csv,104,7,5.0,ramp1,True,True,False,False,0,20.38689944064355,6.569036111111115,20548.0
778,00778_105_SN07_5bars_ramp2.csv,105,7,5.0,ramp2,True,True,False,False,0,20.413586927085657,6.594313888888893,20730.0
779,00779_106_SN07_5bars_ramp3.csv,106,7,5.0,ramp3,True,True,False,False,0,20.419205637576674,6.5995916666666705,20768.0
780,00780_107_SN07_5bars_ramp4.csv,107,7,5.0,ramp4,True,True,False,False,0,20.454102000829153,6.630147222222226,20787.0
781,00781_108_SN07_5bars_onmod.csv,108,7,5.0,onmod,True,False,False,True,20.0,20.582794398052176,6.743202777777782,20860.0
782,00782_109_SN07_5bars_offmod.csv,109,7,5.0,offmod,True,True,False,False,0,20.60655846735955,6.765688888888893,21660.0
783,00783_110_SN07_5bars_random_short.csv,110,7,5.0,random_short,True,True,False,True,27.0,20.833685718195404,6.976800000000004,22460.0
784,00784_111_SN07_5bars_random_long.csv,111,7,5.0,random_long,True,True,False,False,0,20.8753453088913,7.016875000000004,22760.0
785,00785_112_SN07_5bars_random_mixed.csv,112,7,5.0,random_mixed,True,True,False,False,0,21.0331174558951,7.157152777777782,22853.0
786,00786_001_SN08_24bars_ssf.csv,1,8,24.0,ssf,True,True,False,False,0,0.0,0.0,0.0
787,00787_002_SN08_21bars_ssf.csv,2,8,21.0,ssf,True,True,False,False,0,0.45540614638218846,0.08333333333333333,1.0
788,00788_003_SN08_18bars_ssf.csv,3,8,18.0,ssf,True,True,False,False,0,0.8496161749305221,0.16666666666666666,2.0
789,00789_004_SN08_15bars_ssf.csv,4,8,15.0,ssf,True,True,False,False,0,1.1856948330509738,0.25,3.0
790,00790_005_SN08_12bars_ssf.csv,5,8,12.0,ssf,True,True,False,False,0,1.4671880530942432,0.3333333333333333,4.0
791,00791_006_SN08_9bars_ssf.csv,6,8,9.0,ssf,True,True,False,True,23.0,1.6977883682387624,0.41666666666666663,5.0
792,00792_007_SN08_24bars_health_check.csv,7,8,24.0,health_check,True,True,False,True,30.0,1.8820238724228697,0.49999999999999994,6.0
793,00793_008_SN08_21bars_health_check.csv,8,8,21.0,health_check,True,True,False,False,0,2.0131416846286956,0.5253749999999999,189.0
794,00794_009_SN08_18bars_health_check.csv,9,8,18.0,health_check,True,True,False,False,0,2.1269727545750188,0.55075,372.0
795,00795_010_SN08_15bars_health_check.csv,10,8,15.0,health_check,True,True,False,False,0,2.2238402819312695,0.576125,555.0
796,00796_011_SN08_12bars_health_check.csv,11,8,12.0,health_check,True,True,False,False,0,2.3049518260857957,0.6015,738.0
797,00797_012_SN08_9bars_health_check.csv,12,8,9.0,health_check,True,True,False,False,0,2.371486041203738,0.6268750000000001,921.0
798,00798_013_SN08_24bars_ramp1.csv,13,8,24.0,ramp1,True,True,False,False,0,2.424596171934985,0.6522500000000001,1104.0
799,00799_014_SN08_24bars_ramp2.csv,14,8,24.0,ramp2,True,True,False,False,0,2.5534613459004114,0.6775277777777778,1286.0
800,00800_015_SN08_24bars_ramp3.csv,15,8,24.0,ramp3,True,True,False,False,0,2.580432138632708,0.6828055555555557,1324.0
801,00801_016_SN08_24bars_ramp4.csv,16,8,24.0,ramp4,True,True,False,True,27.0,2.7424044509371637,0.7133611111111112,1343.0
802,00802_017_SN08_24bars_onmod.csv,17,8,24.0,onmod,True,True,False,False,0,3.338599944265389,0.8264166666666668,1416.0
803,00803_018_SN08_24bars_offmod.csv,18,8,24.0,offmod,True,True,False,False,0,3.4499075799627357,0.8482222222222223,2216.0
804,00804_019_SN08_24bars_random_short.csv,19,8,24.0,random_short,True,True,False,False,0,4.518368695060505,1.0593333333333335,3016.0
805,00805_020_SN08_24bars_random_long.csv,20,8,24.0,random_long,True,True,False,False,0,4.7152541071718055,1.0995138888888891,3316.0
806,00806_021_SN08_24bars_random_mixed.csv,21,8,24.0,random_mixed,True,True,False,False,0,5.59284364767034,1.2711805555555558,3412.0
807,00807_022_SN08_21bars_ramp1.csv,22,8,21.0,ramp1,True,True,False,False,0,5.7886335934756366,1.3100611111111113,3512.0
808,00808_023_SN08_21bars_ramp2.csv,23,8,21.0,ramp2,True,True,False,False,0,5.89532252524527,1.335338888888889,3694.0
809,00809_024_SN08_21bars_ramp3.csv,24,8,21.0,ramp3,True,True,False,False,0,5.917781196670298,1.3406166666666668,3732.0
810,00810_025_SN08_21bars_ramp4.csv,25,8,21.0,ramp4,True,True,False,False,0,6.052393198651847,1.3711722222222222,3751.0
811,00811_026_SN08_21bars_onmod.csv,26,8,21.0,onmod,True,False,False,False,0,6.547719800914025,1.4842277777777777,3824.0
812,00812_027_SN08_21bars_offmod.csv,27,8,21.0,offmod,True,True,False,False,0,6.642271420229676,1.5065527777777776,4624.0
813,00813_028_SN08_21bars_random_short.csv,28,8,21.0,random_short,True,True,False,False,0,7.527832230471606,1.7176638888888887,5424.0
814,00814_029_SN08_21bars_random_long.csv,29,8,21.0,random_long,True,True,False,False,0,7.693994844079153,1.7584027777777775,5724.0
815,00815_030_SN08_21bars_random_mixed.csv,30,8,21.0,random_mixed,True,True,False,False,0,8.261907785161394,1.891458333333333,5819.0
816,00816_031_SN08_18bars_ramp1.csv,31,8,18.0,ramp1,True,True,False,False,0,8.46938576159645,1.9407138888888886,5919.0
817,00817_032_SN08_18bars_ramp2.csv,32,8,18.0,ramp2,True,True,False,False,0,8.55699753360207,1.9659916666666664,6101.0
818,00818_033_SN08_18bars_ramp3.csv,33,8,18.0,ramp3,True,True,False,False,0,8.575338784181435,1.971269444444444,6139.0
819,00819_034_SN08_18bars_ramp4.csv,34,8,18.0,ramp4,True,True,False,True,29.0,8.68616881479882,2.0018249999999997,6158.0
820,00820_035_SN08_18bars_onmod.csv,35,8,18.0,onmod,True,False,False,False,0,9.094298938085156,2.114880555555555,6231.0
821,00821_036_SN08_18bars_offmod.csv,36,8,18.0,offmod,True,True,False,False,0,9.17020971466908,2.1367416666666665,7031.0
822,00822_037_SN08_18bars_random_short.csv,37,8,18.0,random_short,True,True,False,False,0,9.900846934576567,2.347852777777778,7831.0
823,00823_038_SN08_18bars_random_long.csv,38,8,18.0,random_long,True,True,False,False,0,10.03553346629534,2.388025,8131.0
824,00824_039_SN08_18bars_random_mixed.csv,39,8,18.0,random_mixed,True,True,False,True,20.0,10.470503412644618,2.5113583333333334,8226.0
825,00825_040_SN08_24bars_ssf.csv,40,8,24.0,ssf,True,True,False,False,0,10.630991601173465,2.557366666666667,8326.0
826,00826_041_SN08_21bars_ssf.csv,41,8,21.0,ssf,True,True,False,False,0,11.023716292949407,2.6407000000000003,8327.0
827,00827_042_SN08_18bars_ssf.csv,42,8,18.0,ssf,True,True,False,False,0,11.363777734997896,2.7240333333333338,8328.0
828,00828_043_SN08_15bars_ssf.csv,43,8,15.0,ssf,True,True,False,False,0,11.653827452829224,2.8073666666666672,8329.0
829,00829_044_SN08_12bars_ssf.csv,44,8,12.0,ssf,True,True,False,False,0,11.896807192423225,2.8907000000000007,8330.0
830,00830_045_SN08_9bars_ssf.csv,45,8,9.0,ssf,True,True,False,False,0,12.096018338524948,2.974033333333334,8331.0
831,00831_046_SN08_24bars_health_check.csv,46,8,24.0,health_check,True,True,False,False,0,12.255244815313016,3.0573666666666677,8332.0
832,00832_047_SN08_21bars_health_check.csv,47,8,21.0,health_check,True,True,False,False,0,12.368346627490268,3.0827416666666676,8515.0
833,00833_048_SN08_18bars_health_check.csv,48,8,18.0,health_check,True,True,False,False,0,12.466393463245709,3.1081166666666675,8698.0
834,00834_049_SN08_15bars_health_check.csv,49,8,15.0,health_check,True,True,False,False,0,12.550257293822535,3.1334916666666675,8881.0
835,00835_050_SN08_12bars_health_check.csv,50,8,12.0,health_check,True,True,False,False,0,12.620486095085559,3.1588666666666674,9064.0
836,00836_051_SN08_9bars_health_check.csv,51,8,9.0,health_check,True,True,False,False,0,12.67799942802252,3.1842416666666673,9247.0
837,00837_052_SN08_15bars_ramp1.csv,52,8,15.0,ramp1,True,True,False,False,0,12.723924863372734,3.2096166666666672,9430.0
838,00838_053_SN08_15bars_ramp2.csv,53,8,15.0,ramp2,True,True,False,False,0,12.792972643112597,3.234894444444445,9612.0
839,00839_054_SN08_15bars_ramp3.csv,54,8,15.0,ramp3,True,True,False,False,0,12.807399271211308,3.2401722222222227,9650.0
840,00840_055_SN08_15bars_ramp4.csv,55,8,15.0,ramp4,True,True,False,False,0,12.894987940628466,3.270727777777778,9669.0
841,00841_056_SN08_15bars_onmod.csv,56,8,15.0,onmod,True,False,False,False,0,13.217919233657055,3.3837833333333336,9742.0
842,00842_057_SN08_15bars_offmod.csv,57,8,15.0,offmod,True,True,False,False,0,13.278056860843627,3.4057861111111114,10542.0
843,00843_058_SN08_15bars_random_short.csv,58,8,15.0,random_short,True,True,False,False,0,13.855193976705726,3.6168972222222227,11342.0
844,00844_059_SN08_15bars_random_long.csv,59,8,15.0,random_long,True,True,False,False,0,13.964187083163518,3.6578861111111114,11642.0
845,00845_060_SN08_15bars_random_mixed.csv,60,8,15.0,random_mixed,True,True,False,False,0,14.365511239912149,3.801219444444445,11743.0
846,00846_061_SN08_12bars_ramp1.csv,61,8,12.0,ramp1,True,True,False,False,0,14.456994121616454,3.834536111111112,11843.0
847,00847_062_SN08_12bars_ramp2.csv,62,8,12.0,ramp2,True,True,False,False,0,14.51195757754933,3.8598138888888895,12025.0
848,00848_063_SN08_12bars_ramp3.csv,63,8,12.0,ramp3,True,True,False,False,0,14.523478158108137,3.8650916666666673,12063.0
849,00849_064_SN08_12bars_ramp4.csv,64,8,12.0,ramp4,True,True,False,False,0,14.593403088760704,3.8956472222222227,12082.0
850,00850_065_SN08_12bars_onmod.csv,65,8,12.0,onmod,True,False,False,False,0,14.851110579745326,4.008702777777779,12155.0
851,00851_066_SN08_12bars_offmod.csv,66,8,12.0,offmod,True,True,False,False,0,14.898994334169574,4.0305694444444455,12955.0
852,00852_067_SN08_12bars_random_short.csv,67,8,12.0,random_short,True,True,False,False,0,15.359834289744677,4.241680555555557,13755.0
853,00853_068_SN08_12bars_random_long.csv,68,8,12.0,random_long,True,True,False,False,0,15.446383940444866,4.282366666666668,14055.0
854,00854_069_SN08_12bars_random_mixed.csv,69,8,12.0,random_mixed,True,True,False,False,0,15.775144733523051,4.429033333333335,14151.0
855,00855_070_SN08_9bars_ramp1.csv,70,8,9.0,ramp1,True,True,False,False,0,15.839909601537192,4.45856388888889,14251.0
856,00856_071_SN08_9bars_ramp2.csv,71,8,9.0,ramp2,True,True,False,False,0,15.88267277792118,4.4838416666666685,14433.0
857,00857_072_SN08_9bars_ramp3.csv,72,8,9.0,ramp3,True,True,False,False,0,15.891677274646343,4.489119444444446,14471.0
858,00858_073_SN08_9bars_ramp4.csv,73,8,9.0,ramp4,True,True,False,False,0,15.946268970610765,4.519675000000002,14490.0
859,00859_074_SN08_9bars_onmod.csv,74,8,9.0,onmod,True,False,False,False,0,16.147514815237763,4.632730555555558,14563.0
860,00860_075_SN08_9bars_offmod.csv,75,8,9.0,offmod,True,True,False,False,0,16.185263627928144,4.6547388888888905,15363.0
861,00861_076_SN08_9bars_random_short.csv,76,8,9.0,random_short,True,True,False,False,0,16.545055159091735,4.865850000000002,16163.0
862,00862_077_SN08_9bars_random_long.csv,77,8,9.0,random_long,True,True,False,False,0,16.613563792340415,4.907200000000002,16463.0
863,00863_078_SN08_9bars_random_mixed.csv,78,8,9.0,random_mixed,True,True,False,False,0,16.851390572421213,5.042755555555558,16558.0
864,00864_079_SN08_24bars_ssf.csv,79,8,24.0,ssf,True,True,False,False,0,16.91146134929132,5.077547222222225,16658.0
865,00865_080_SN08_21bars_ssf.csv,80,8,21.0,ssf,True,True,False,False,0,17.2658308848466,5.160880555555558,16659.0
866,00866_081_SN08_18bars_ssf.csv,81,8,18.0,ssf,True,True,False,False,0,17.57280745335738,5.244213888888891,16660.0
867,00867_082_SN08_15bars_ssf.csv,82,8,15.0,ssf,True,True,False,False,0,17.83483241788791,5.327547222222224,16661.0
868,00868_083_SN08_12bars_ssf.csv,83,8,12.0,ssf,True,True,False,True,30.0,18.054352436293833,5.410880555555557,16662.0
869,00869_084_SN08_9bars_ssf.csv,84,8,9.0,ssf,True,True,False,False,0,18.236730611954115,5.49421388888889,16663.0
870,00870_085_SN08_24bars_health_check.csv,85,8,24.0,health_check,True,True,False,False,0,18.380631537393775,5.577547222222223,16664.0
871,00871_086_SN08_21bars_health_check.csv,86,8,21.0,health_check,True,True,False,False,0,18.4829390142357,5.602922222222223,16847.0
872,00872_087_SN08_18bars_health_check.csv,87,8,18.0,health_check,True,True,False,False,0,18.57188812588993,5.628297222222224,17030.0
873,00873_088_SN08_15bars_health_check.csv,88,8,15.0,health_check,True,True,False,False,0,18.647541478807383,5.653672222222224,17213.0
874,00874_089_SN08_12bars_health_check.csv,89,8,12.0,health_check,True,True,False,False,0,18.71086348445241,5.679047222222224,17396.0
875,00875_090_SN08_9bars_health_check.csv,90,8,9.0,health_check,True,True,False,True,25.0,18.762932323282367,5.704422222222225,17579.0
876,00876_091_SN08_7bars_ssf.csv,91,8,7.0,ssf,True,True,False,False,0,18.804429735243527,5.729797222222225,17762.0
877,00877_092_SN08_5bars_ssf.csv,92,8,5.0,ssf,True,True,False,False,0,18.925361652447574,5.813130555555558,17763.0
878,00878_093_SN08_7bars_health_check.csv,93,8,7.0,health_check,True,True,False,True,21.0,19.02708763247232,5.896463888888891,17764.0
879,00879_094_SN08_5bars_health_check.csv,94,8,5.0,health_check,True,True,False,False,0,19.061946158752026,5.9218388888888915,17947.0
880,00880_095_SN08_7bars_ramp1.csv,95,8,7.0,ramp1,True,True,False,False,0,19.09145518028583,5.947213888888892,18130.0
881,00881_096_SN08_7bars_ramp2.csv,96,8,7.0,ramp2,True,True,False,False,0,19.12589570641467,5.97249166666667,18312.0
882,00882_097_SN08_7bars_ramp3.csv,97,8,7.0,ramp3,True,True,False,False,0,19.133148330071105,5.977769444444448,18350.0
883,00883_098_SN08_7bars_ramp4.csv,98,8,7.0,ramp4,True,True,False,False,0,19.177256607103516,6.008325000000004,18369.0
884,00884_099_SN08_7bars_onmod.csv,99,8,7.0,onmod,True,False,False,True,25.0,19.33975700295393,6.121380555555559,18442.0
885,00885_100_SN08_7bars_offmod.csv,100,8,7.0,offmod,True,True,False,False,0,19.37021554128565,6.143158333333337,19242.0
886,00886_101_SN08_7bars_random_short.csv,101,8,7.0,random_short,True,True,False,False,0,19.660670660397173,6.354269444444448,20042.0
887,00887_102_SN08_7bars_random_long.csv,102,8,7.0,random_long,True,True,False,False,0,19.714040552842327,6.394108333333337,20342.0
888,00888_103_SN08_7bars_random_mixed.csv,103,8,7.0,random_mixed,True,True,False,False,0,19.91737462629608,6.537441666666671,20448.0
889,00889_104_SN08_5bars_ramp1.csv,104,8,5.0,ramp1,True,True,False,False,0,19.961137915293886,6.569036111111115,20548.0
890,00890_105_SN08_5bars_ramp2.csv,105,8,5.0,ramp2,True,True,False,False,0,19.989440753481354,6.594313888888893,20730.0
891,00891_106_SN08_5bars_ramp3.csv,106,8,5.0,ramp3,True,True,False,False,0,19.995439474053185,6.5995916666666705,20768.0
892,00892_107_SN08_5bars_ramp4.csv,107,8,5.0,ramp4,True,True,False,False,0,20.031793189485953,6.630147222222226,20787.0
893,00893_108_SN08_5bars_onmod.csv,108,8,5.0,onmod,True,False,False,False,0,20.166032214071283,6.743202777777782,20860.0
894,00894_109_SN08_5bars_offmod.csv,109,8,5.0,offmod,True,True,False,False,0,20.192077729590288,6.765688888888893,21660.0
895,00895_110_SN08_5bars_random_short.csv,110,8,5.0,random_short,True,True,False,False,0,20.431365652211685,6.976800000000004,22460.0
896,00896_111_SN08_5bars_random_long.csv,111,8,5.0,random_long,True,True,False,False,0,20.47561503205482,7.016875000000004,22760.0
897,00897_112_SN08_5bars_random_mixed.csv,112,8,5.0,random_mixed,True,True,False,False,0,20.639991260820782,7.157152777777782,22853.0
898,00898_001_SN09_24bars_ssf.csv,1,9,24.0,ssf,True,True,False,False,0,0.0,0.0,0.0
899,00899_002_SN09_21bars_ssf.csv,2,9,21.0,ssf,True,True,False,False,0,0.44231490017480185,0.08333333333333333,1.0
900,00900_003_SN09_18bars_ssf.csv,3,9,18.0,ssf,True,True,False,True,24.0,0.8250303207862097,0.16666666666666666,2.0
901,00901_004_SN09_15bars_ssf.csv,4,9,15.0,ssf,True,True,False,False,0,1.1511843263288213,0.25,3.0
902,00902_005_SN09_12bars_ssf.csv,5,9,12.0,ssf,True,True,False,False,0,1.4242396025921253,0.3333333333333333,4.0
903,00903_006_SN09_9bars_ssf.csv,6,9,9.0,ssf,True,True,False,False,0,1.6478362803755966,0.41666666666666663,5.0
904,00904_007_SN09_24bars_health_check.csv,7,9,24.0,health_check,True,True,False,False,0,1.826372801377661,0.49999999999999994,6.0
905,00905_008_SN09_21bars_health_check.csv,8,9,21.0,health_check,True,True,False,True,31.0,1.9525415734906135,0.5253749999999999,189.0
906,00906_009_SN09_18bars_health_check.csv,9,9,18.0,health_check,True,True,False,False,0,2.0616052366421234,0.55075,372.0
907,00907_010_SN09_15bars_health_check.csv,10,9,15.0,health_check,True,True,False,False,0,2.15474747944816,0.576125,555.0
908,00908_011_SN09_12bars_health_check.csv,11,9,12.0,health_check,True,True,False,True,25.0,2.2323684261970937,0.6015,738.0
909,00909_012_SN09_9bars_health_check.csv,12,9,9.0,health_check,True,True,False,False,0,2.296008757127375,0.6268750000000001,921.0
910,00910_013_SN09_24bars_ramp1.csv,13,9,24.0,ramp1,True,True,False,False,0,2.3466364325199467,0.6522500000000001,1104.0
911,00911_014_SN09_24bars_ramp2.csv,14,9,24.0,ramp2,True,True,False,False,0,2.4710580632275216,0.6775277777777778,1286.0
912,00912_015_SN09_24bars_ramp3.csv,15,9,24.0,ramp3,True,True,False,False,0,2.497271828793526,0.6828055555555557,1324.0
913,00913_016_SN09_24bars_ramp4.csv,16,9,24.0,ramp4,True,True,False,False,0,2.6547317835882995,0.7133611111111112,1343.0
914,00914_017_SN09_24bars_onmod.csv,17,9,24.0,onmod,True,False,False,False,0,3.233535978482481,0.8264166666666668,1416.0
915,00915_018_SN09_24bars_offmod.csv,18,9,24.0,offmod,True,True,False,False,0,3.3362696547446067,0.8482222222222223,2216.0
916,00916_019_SN09_24bars_random_short.csv,19,9,24.0,random_short,True,True,False,False,0,4.369599215374095,1.0593333333333335,3016.0
917,00917_020_SN09_24bars_random_long.csv,20,9,24.0,random_long,True,True,False,False,0,4.559295969183004,1.0995138888888891,3316.0
918,00918_021_SN09_24bars_random_mixed.csv,21,9,24.0,random_mixed,True,True,False,False,0,5.411794996504199,1.2711805555555558,3412.0
919,00919_022_SN09_21bars_ramp1.csv,22,9,21.0,ramp1,True,True,False,False,0,5.6019237051194475,1.3100611111111113,3512.0
920,00920_023_SN09_21bars_ramp2.csv,23,9,21.0,ramp2,True,True,False,False,0,5.705092434786815,1.335338888888889,3694.0
921,00921_024_SN09_21bars_ramp3.csv,24,9,21.0,ramp3,True,True,False,False,0,5.7266660758098,1.3406166666666668,3732.0
922,00922_025_SN09_21bars_ramp4.csv,25,9,21.0,ramp4,True,True,False,False,0,5.857426704206773,1.3711722222222222,3751.0
923,00923_026_SN09_21bars_onmod.csv,26,9,21.0,onmod,True,False,False,False,0,6.339284382949775,1.4842277777777777,3824.0
924,00924_027_SN09_21bars_offmod.csv,27,9,21.0,offmod,True,True,False,False,0,6.4266356069122645,1.5065527777777776,4624.0
925,00925_028_SN09_21bars_random_short.csv,28,9,21.0,random_short,True,True,False,False,0,7.285355272511184,1.7176638888888887,5424.0
926,00926_029_SN09_21bars_random_long.csv,29,9,21.0,random_long,True,True,False,False,0,7.445660892552627,1.7584027777777775,5724.0
927,00927_030_SN09_21bars_random_mixed.csv,30,9,21.0,random_mixed,True,True,False,False,0,7.998441088584262,1.891458333333333,5819.0
928,00928_031_SN09_18bars_ramp1.csv,31,9,18.0,ramp1,True,True,False,False,0,8.200146629269423,1.9407138888888886,5919.0
929,00929_032_SN09_18bars_ramp2.csv,32,9,18.0,ramp2,True,True,False,False,0,8.284854005042106,1.9659916666666664,6101.0
930,00930_033_SN09_18bars_ramp3.csv,33,9,18.0,ramp3,True,True,False,False,0,8.302544598724953,1.971269444444444,6139.0
931,00931_034_SN09_18bars_ramp4.csv,34,9,18.0,ramp4,True,True,False,False,0,8.41030245635804,2.0018249999999997,6158.0
932,00932_035_SN09_18bars_onmod.csv,35,9,18.0,onmod,True,False,False,False,0,8.807413151714176,2.114880555555555,6231.0
933,00933_036_SN09_18bars_offmod.csv,36,9,18.0,offmod,True,True,False,False,0,8.877600858599543,2.1367416666666665,7031.0
934,00934_037_SN09_18bars_random_short.csv,37,9,18.0,random_short,True,True,False,False,0,9.58642663557734,2.347852777777778,7831.0
935,00935_038_SN09_18bars_random_long.csv,38,9,18.0,random_long,True,True,False,False,0,9.716658106924948,2.388025,8131.0
936,00936_039_SN09_18bars_random_mixed.csv,39,9,18.0,random_mixed,True,True,False,False,0,10.140040479514061,2.5113583333333334,8226.0
937,00937_040_SN09_24bars_ssf.csv,40,9,24.0,ssf,True,True,False,False,0,10.296017554002283,2.557366666666667,8326.0
938,00938_041_SN09_21bars_ssf.csv,41,9,21.0,ssf,True,True,False,False,0,10.679642339012874,2.6407000000000003,8327.0
939,00939_042_SN09_18bars_ssf.csv,42,9,18.0,ssf,True,True,False,False,0,11.01194094358664,2.7240333333333338,8328.0
940,00940_043_SN09_15bars_ssf.csv,43,9,15.0,ssf,True,True,False,False,0,11.295344261737092,2.8073666666666672,8329.0
941,00941_044_SN09_12bars_ssf.csv,44,9,12.0,ssf,True,True,False,False,0,11.53257492327781,2.8907000000000007,8330.0
942,00942_045_SN09_9bars_ssf.csv,45,9,9.0,ssf,True,True,False,False,0,11.72690754353984,2.974033333333334,8331.0
943,00943_046_SN09_24bars_health_check.csv,46,9,24.0,health_check,True,True,False,False,0,11.882136940368982,3.0573666666666677,8332.0
944,00944_047_SN09_21bars_health_check.csv,47,9,21.0,health_check,True,True,False,False,0,11.991679467338233,3.0827416666666676,8515.0
945,00945_048_SN09_18bars_health_check.csv,48,9,18.0,health_check,True,True,False,False,0,12.08644674236198,3.1081166666666675,8698.0
946,00946_049_SN09_15bars_health_check.csv,49,9,15.0,health_check,True,True,False,False,0,12.167019858870468,3.1334916666666675,8881.0
947,00947_050_SN09_12bars_health_check.csv,50,9,12.0,health_check,True,True,False,False,0,12.23444223978445,3.1588666666666674,9064.0
948,00948_051_SN09_9bars_health_check.csv,51,9,9.0,health_check,True,True,False,True,14.0,12.289596255381776,3.1842416666666673,9247.0
949,00949_052_SN09_15bars_ramp1.csv,52,9,15.0,ramp1,True,True,False,False,0,12.3302057924419,3.2096166666666672,9430.0
950,00950_053_SN09_15bars_ramp2.csv,53,9,15.0,ramp2,True,True,False,False,0,12.397151797461012,3.234894444444445,9612.0
951,00951_054_SN09_15bars_ramp3.csv,54,9,15.0,ramp3,True,True,False,False,0,12.411167127053055,3.2401722222222227,9650.0
952,00952_055_SN09_15bars_ramp4.csv,55,9,15.0,ramp4,True,True,False,False,0,12.496544111309934,3.270727777777778,9669.0
953,00953_056_SN09_15bars_onmod.csv,56,9,15.0,onmod,True,False,False,False,0,12.811461940960958,3.3837833333333336,9742.0
